val_ids,dumbpredwtags
RIGA/REFUGE_1/Unlabeled/n0122.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0123.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0124.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0125.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0126.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0127.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0128.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0129.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0130.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0131.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0132.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0133.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0134.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0135.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0136.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0137.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0138.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0139.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0140.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0141.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0142.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0143.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0144.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0145.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0146.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0147.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0148.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0149.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0150.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0151.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0152.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0153.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0154.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0155.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0156.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0157.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0158.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0159.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0160.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0161.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0162.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0163.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0164.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0165.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0166.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0167.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0168.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0169.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0170.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0171.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0172.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0173.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0174.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0175.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0176.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0177.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0178.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0179.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0180.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0181.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0182.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0183.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0184.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0185.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0186.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0187.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0188.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0189.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0190.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0191.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0192.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0193.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0194.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0195.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0196.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0197.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0198.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0199.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0200.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0201.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0202.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0203.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0204.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0205.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0206.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0207.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0208.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0209.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0210.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0211.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0212.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0213.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0214.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0215.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0216.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0217.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0218.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0219.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0220.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0221.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0222.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0223.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0224.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0225.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0226.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0227.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0228.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0229.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0230.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0231.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0232.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0233.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0234.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0235.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0236.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0237.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0238.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0239.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0240.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0241.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0242.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0243.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0244.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0245.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0246.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0247.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0248.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0249.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0250.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0251.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0252.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0253.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0254.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0255.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0256.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0257.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0258.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0259.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0260.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0261.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0262.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0263.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0264.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0265.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0266.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0267.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0268.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0269.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0270.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0271.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0272.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0273.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0274.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0275.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0276.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0277.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0278.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0279.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0280.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0281.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0282.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0283.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0284.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0285.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0286.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0287.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0288.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0289.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0290.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0291.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0292.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0293.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0294.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0295.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0296.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0297.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0298.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0299.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0300.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0301.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0302.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0303.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0304.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0305.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0306.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0307.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0308.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0309.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0310.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0311.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0312.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0313.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0314.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0315.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0316.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0317.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0318.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0319.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0320.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0321.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0322.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0323.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0324.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0325.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0326.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0327.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0328.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0329.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0330.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0331.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0332.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0333.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0334.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0335.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0336.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0337.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0338.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0339.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0340.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0341.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0342.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0343.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0344.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0345.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0346.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0347.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0348.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0349.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0350.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0351.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0352.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0353.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0354.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0355.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0356.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0357.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0358.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0359.tif,"[36331, 15125]"
RIGA/REFUGE_1/Unlabeled/n0360.tif,"[36331, 15125]"
